Avg_Area_Income,Avg_Area_House_Age,Avg_Area_Number_of_Rooms,Avg_Area_Number_of_Bedrooms,Area_Population,Address,Neighbourhood,Price
58593,4,6,2,39287,"2758 Joshua Mission
Lake Chelsea, AS 18304-4644",Middle_Class,874103
73839,6,8,4,47602,"75441 Ritter Corners
North Roberttown, UT 52401-4300",Super_Rich,1912825
75984,6,7,4,42248,"7815 Burns Skyway Suite 637
Melissaborough, TX 51087-6056",Super_Rich,1754770
82145,6,6,4,25736,"885 Veronica Stravenue
Wilsonland, FM 77249-8036",Rich,1340066
69017,5,5,3,55830,"42822 Billy Lights
Tranchester, TX 45052",Rich,1446756
75429,6,7,5,36769,"39474 Steven Fort Apt. 881
Kristaport, OR 79397-4419",Super_Rich,1592768
69513,4,7,6,14054,"030 Jason Coves Apt. 387
Lake Christophershire, CA 88567",Middle_Class,660364
57782,5,6,2,33426,"Unit 2107 Box 1980
DPO AA 76733",Middle_Class,861321
74372,6,8,6,34321,"111 Wilson Cape Suite 484
Hernandezton, VI 53808",Super_Rich,1648246
63522,5,6,2,31995,"720 Vasquez Crest
Roberthaven, OK 57313",Middle_Class,977135
61193,7,9,3,33196,"518 Gilmore Stream Suite 013
Lake Donald, ND 18581",Super_Rich,1591934
60316,4,5,4,33831,"126 Kim Mount Apt. 763
Mariemouth, TN 60875",Middle_Class,695386
58469,5,4,2,33547,"43340 Thomas Mission Suite 671
Longport, VT 28226",Middle_Class,568977
75179,4,7,5,23978,"38138 Carter Shores
Lake Felicia, OK 96739-7550",Middle_Class,935590
56186,3,8,5,41855,"569 Jeremy Orchard
New Randy, RI 27359-4665",Middle_Class,984311
73225,5,6,2,61830,"81623 Jenna Brook
Davidfort, PR 76020",Super_Rich,1796245
74338,5,5,4,18057,"6548 Christopher Pike
West Adammouth, NJ 07199",Middle_Class,720080
52188,5,5,4,42495,"56449 Walters Forks
Port Juliaburgh, DE 80081",Middle_Class,783808
83311,6,8,3,30386,"2172 Jensen Lodge
Porterport, NJ 82686-8071",Super_Rich,1598615
72288,6,7,5,39146,"20276 Kelsey Plains Apt. 162
New Angiefort, DE 15768-7899",Super_Rich,1564125
54866,6,7,3,35192,"193 Green Causeway Suite 635
Sotoburgh, NJ 15816-5656",Middle_Class,929480
85759,4,8,6,25897,"222 Kevin Walks
North Robertoton, FL 87877",Rich,1414495
59453,6,7,6,29697,"809 May Mills
Yoderburgh, NH 42375-8927",Middle_Class,837668
69878,7,6,4,26814,"48635 Burch Pine
Lake Ellen, KY 06268",Rich,1197515
59243,6,7,4,51405,"63891 Rebecca Stravenue Suite 746
East Vincentland, NV 30237",Rich,1232004
57853,6,7,4,47688,"507 Dorsey Harbor Suite 445
North Jacobbury, ID 07463",Rich,1285933
66643,6,7,4,30971,"475 Robert Road Apt. 547
Charlotteburgh, CO 82148-4460",Rich,1361521
69248,5,5,2,35990,"1249 Rodriguez Skyway
East Laura, UT 81039",Rich,1090826
75129,6,7,3,41620,"9699 Gilbert Trail
Port Marymouth, VT 17881",Super_Rich,1475319
76209,7,5,4,22721,"3283 Wu Greens
West Michelleton, AS 48620",Rich,1066659
69342,6,8,3,21641,"814 King Fords
Ortizton, WY 09795",Rich,1117432
77630,6,6,2,31739,"003 Steven Port Apt. 012
North Michaelbury, UT 27451-2671",Rich,1420283
68929,7,6,3,172,"178 John Fork Apt. 779
East James, VT 90132",Middle_Class,840272
70990,6,4,2,30904,"USNS Fuentes
FPO AE 40375",Rich,1024907
55860,7,9,5,40335,"4458 Cabrera Plains Apt. 502
Mezamouth, MP 58250",Super_Rich,1494241
56380,5,6,4,43994,"3167 George Knolls Apt. 993
East Loriside, DC 16819-7638",Rich,1125880
64306,4,7,4,30762,"74367 Howard Cliff
Antoniotown, CO 92048",Rich,1082455
76547,6,6,3,40564,"9453 Kirk Summit Apt. 368
North Lukechester, PA 24710",Super_Rich,1554634
57101,5,7,6,41104,"7958 Mills Lock Apt. 983
Brandonville, DE 25191-2184",Rich,1011365
76192,7,7,6,21245,"22588 Brian Forge Suite 588
South Michelleside, NE 62469-4467",Rich,1432756
79585,5,8,4,31773,"53578 Rachel Estate Suite 891
Daviesstad, MH 60772",Super_Rich,1612717
70759,6,5,4,25981,"1981 Green Fall Suite 828
West Kimberlyburgh, RI 99528",Middle_Class,973299
76907,5,6,4,21658,"433 Patterson Parkways
East Ryan, RI 32244-3823",Middle_Class,679228
64744,5,8,6,28880,"90703 Isaac Path Apt. 296
Lake Leonard, SC 34290-2341",Rich,1270999
51976,5,7,4,36360,"258 Joshua Village Apt. 843
Jamesborough, HI 72801-0033",Middle_Class,910211
61252,5,7,4,40890,"3505 Smith Spring
Lake Ashleyville, WY 32703-3550",Rich,1026271
58841,7,6,4,39555,"78312 Martin Terrace Suite 957
New Kimberly, ND 49455",Super_Rich,1496729
79112,6,7,5,33771,"8923 Theresa Corner
New Annefort, KS 04537",Super_Rich,1490539
76056,6,8,5,28470,"648 Mark Green
New Aaronberg, MD 57319-9128",Super_Rich,1491838
52399,6,8,3,18092,"4118 Gallagher Cliff Suite 158
Lake Alejandrochester, MO 76400-5583",Middle_Class,996771
77551,5,4,2,35834,"23662 Tiffany Oval Apt. 301
Stephanieburgh, NM 67091-0155",Rich,1064854
64160,5,6,4,32339,"6049 Jacqueline Centers
Elizabethberg, WA 74545",Middle_Class,985749
71167,7,9,4,35174,"51952 Nelson Radial Apt. 701
West Joshuafort, ID 09690-7341",Super_Rich,1952622
84963,7,6,3,40447,"758 Chen Ramp
North Angela, IL 06000",Super_Rich,1754969
59712,5,6,3,42601,"USNS Webb
FPO AP 49097",Rich,1122240
77733,5,5,3,32074,"672 Larson Ramp
Robertside, NC 16903",Rich,1236931
85707,4,6,4,10424,"052 Robin Ridges Apt. 575
West Shelbyshire, MN 47834",Middle_Class,966084
70280,4,5,4,39662,"Unit 0180 Box 6419
DPO AP 42418-5393",Middle_Class,852268
69330,7,6,2,30097,"3556 John Mountains Suite 339
West Michael, KS 02710",Rich,1280669
72988,5,5,3,50566,"6925 Sherry Run
Mcdonaldville, VT 76937",Rich,1190213
65697,5,7,4,28742,"5916 Wendy Lake Apt. 451
Lake Julieborough, FL 94486",Rich,1123851
76245,7,7,3,32016,"7683 Susan Circles
Jimenezview, ID 13223-8250",Super_Rich,1689120
53546,7,8,3,45504,"7336 Joyce Street
Ryanberg, OH 51245",Super_Rich,1573347
73643,6,8,3,43152,"127 Sharp Well
North Bernardbury, IA 84600",Super_Rich,1696977
84774,7,5,2,32383,"Unit 1747 Box 4835
DPO AE 80269",Rich,1414286
58140,5,6,2,49337,"420 Miller Green Apt. 769
Amyview, NH 15629-9831",Middle_Class,755292
61881,6,6,2,21397,"499 Mcintosh Parks
Alexandraport, MN 57727",Middle_Class,714706
75312,5,6,4,9487,"004 Susan Lights Apt. 864
Ericstad, SD 18478",Middle_Class,944001
81328,6,6,3,31231,"38412 George Forge Apt. 680
West Erika, MO 03932-3322",Super_Rich,1523136
77931,6,6,3,23182,"8073 Miles Shores Apt. 760
Garciamouth, AK 75136",Rich,1422916
84602,7,7,6,39683,"1391 Kimberly Port
Smithhaven, WA 19630",Super_Rich,1945618
72445,5,6,2,69553,"2763 Victoria Pine Apt. 066
West Stephanie, OH 49110-6029",Super_Rich,1726719
57497,6,7,5,43204,"06882 Snyder Lake Suite 677
East Tracy, VT 49709-4496",Rich,1051123
87266,8,7,5,45161,"03567 Scott Fork
West Lisahaven, ND 55466-3035",Super_Rich,2249122
62431,6,8,4,44115,"9249 Robert Cliffs
New Susan, AR 48038",Super_Rich,1523915
72107,4,6,3,29981,"Unit 5105 Box 8178
DPO AP 03939",Rich,1039517
55577,6,7,3,19560,"931 Bradley Locks Apt. 730
Justinborough, KY 10998-7603",Middle_Class,818057
62327,5,7,4,43364,"7909 Freeman Plains Suite 223
Griffithside, OR 90674",Rich,1115466
73931,5,6,2,29568,"4901 Michelle Estate Suite 734
New Aimeemouth, MH 31261",Rich,1258178
63429,6,8,3,37998,"Unit 1395 Box 3341
DPO AE 13371-5663",Rich,1435423
73423,5,5,3,34711,"0831 Kathleen Mill
North Connieside, TN 84541-4719",Rich,1153470
75175,8,5,2,22367,"9491 Parrish Springs Suite 070
Staceybury, OK 75939",Rich,1425603
56636,6,7,4,28139,"631 Jessica Throughway Suite 879
Elizabethfort, OR 35556-5686",Rich,1048350
67665,6,6,3,24758,"3632 Lacey Course Suite 840
Kelseyview, WY 57348-0308",Rich,1214482
65986,4,6,2,24056,"559 David Mall Apt. 334
Port Mark, MA 66518-9630",Middle_Class,821859
54273,5,6,4,24233,"59380 Jordan Forge Suite 680
South Angela, OH 93823-2369",Middle_Class,753652
75547,3,7,6,40043,"914 Harry Bypass
Mccannborough, FL 87366",Rich,1220001
70151,6,7,5,15255,"USNV Williams
FPO AA 55365-5477",Rich,1075675
74449,6,7,3,24837,"408 Davis Lakes
Arianaton, TN 06641",Rich,1396082
66919,7,7,6,18867,"91853 Ford Drive
Princechester, PW 94622-8419",Rich,1137801
68473,5,6,2,43146,"196 Brian Village Suite 689
Christensenland, NV 93801-8912",Rich,1159953
76113,6,7,5,26481,"8231 Douglas Pines
Michaelbury, IN 40415",Super_Rich,1487849
61212,6,5,3,32045,"08136 Sparks Common Suite 382
West Rachaelville, MH 17135-7024",Rich,1103072
59768,5,7,3,26202,"637 Jesse Mountain
South Amanda, ME 03675-4416",Middle_Class,897291
78847,5,7,3,20653,"530 Anderson Mill Apt. 727
South Brendaborough, OR 37626",Rich,1214320
75735,5,8,5,37268,"7874 Reynolds Road
Rileystad, WY 26189",Rich,1364363
77847,5,7,3,30231,"USNS Beard
FPO AP 37680-7514",Rich,1249092
56231,5,5,2,52657,"427 Melendez Court Suite 745
South Misty, PW 59633-0548",Middle_Class,946479
89163,4,6,2,44016,"24016 Smith Crossroad
West Sherryburgh, NV 03282",Super_Rich,1659805
62377,6,7,4,39075,"7508 Alyssa Mission
Mccartytown, AL 15250-4289",Rich,1285399
68864,6,4,4,29802,"9596 Martinez Parks Apt. 781
North Larryborough, AR 08957",Middle_Class,898281
82440,6,7,5,27545,"55087 Debbie Place Suite 789
Sarahburgh, WY 35157-7341",Super_Rich,1483848
60948,7,6,2,39754,"366 Nancy Lock Suite 459
Grantland, FM 70532",Rich,1353488
69729,6,7,5,31719,"029 Smith Plains
Lindseyville, NV 06256-8392",Rich,1268703
75491,6,7,6,26013,"USS Walker
FPO AP 95931-9404",Rich,1448573
80648,6,5,3,35091,"998 Munoz Terrace Suite 265
Jacobstad, ND 61608",Rich,1343605
84036,7,5,4,32766,"PSC 5629, Box 1683
APO AA 30380-2875",Super_Rich,1511537
76590,5,7,3,40643,"55849 Jenkins Walks Apt. 940
Benderview, KS 44342",Super_Rich,1662038
63534,6,8,3,38128,"85930 Gardner Underpass Apt. 339
North Mandytown, VT 93457",Rich,1166673
67269,6,7,6,41780,"31512 Karina Street
Lake Aaron, UT 10919",Rich,1375633
50887,4,7,4,47731,"93436 Robin Greens
Combsside, KY 24257-6372",Middle_Class,839638
80597,6,7,3,34487,"2608 Penny Stream Suite 360
New Brettport, WI 37004-4215",Super_Rich,1638265
66041,6,8,5,40163,"1993 Gibson Freeway
Lake Michael, WI 24423",Rich,1385400
81316,4,7,3,35589,"54406 Matthew Ramp
Travisshire, MI 61690-5478",Rich,1153233
67877,5,7,5,43300,"8077 David Isle Suite 263
Rodneyborough, NJ 18874-5386",Rich,1370178
69306,5,6,2,36851,"9573 Tina Rest Apt. 034
Simstown, AR 51547",Rich,1181877
61200,5,6,4,42789,"45153 Salas Hollow Apt. 148
West Erica, SD 93725",Middle_Class,894251
70619,5,7,5,37865,"15057 Larsen Locks
Mcmahonview, SC 51585-5774",Rich,1421135
69910,5,5,4,38440,"08194 Shelby Overpass
Gravesfurt, VT 41650-3581",Rich,1028964
64889,3,7,3,25904,"9324 Miller Throughway Apt. 765
Millsside, PA 86470-2619",Middle_Class,923508
69900,6,8,6,32679,"00985 Michael Fields Suite 034
Wandahaven, CO 62328",Super_Rich,1599634
79045,5,8,5,24721,"96627 Trujillo Via Apt. 159
Connorville, DC 88114-9490",Rich,1369186
76460,7,6,4,46851,"0091 Park Junction
Port Leslie, AZ 49290",Super_Rich,1748782
58307,6,8,4,25509,"478 Charles Trail
West Christopher, NH 85839",Rich,1150877
56679,5,8,5,40785,"361 Stephen Burgs
North Michaelview, AL 42767",Rich,1110598
58823,5,7,4,38682,"278 Mccormick Brooks
New Margaretland, NC 90315-1115",Rich,1159207
80836,5,7,3,49864,"81773 Hunter Ridges Suite 347
New Annstad, AK 53180-3670",Super_Rich,1811377
67710,5,8,4,25222,"566 Eric Ford
Jasonmouth, CO 83797-1879",Rich,1267443
70027,7,5,3,40512,"69659 Owens Path Apt. 651
North Michael, FM 93545",Rich,1352547
36100,5,5,2,44901,"842 Duane Brook Apt. 380
Monicaview, AR 01639-3032",Middle_Class,599504
67217,4,6,4,23999,"0302 Laurie Curve
Johnnyfurt, SC 53321-7866",Middle_Class,717213
63657,6,5,3,36391,"0022 Young Rest
Lake Kevin, CA 25438-1821",Rich,1008712
71468,5,5,3,36377,"7235 Tammy Islands
Dawnfort, NM 54549",Rich,1071596
62989,6,6,4,36913,"668 Holloway Garden Apt. 481
Richardberg, UT 70614-3350",Rich,1397341
69327,6,7,6,31054,"778 Gomez Centers
South Meagan, DE 82655-5020",Rich,1313304
94902,6,8,3,41662,"2055 Rodriguez Light Suite 472
South Davidview, TX 70637",Super_Rich,2106510
79579,4,7,3,31756,"Unit 4693 Box 5974
DPO AP 07885-8587",Rich,1306458
73756,5,6,3,59485,"PSC 3969, Box 0709
APO AE 18919-6165",Rich,1354928
65873,7,8,4,39785,"25551 Barrera Roads
New Teresa, MI 82737-9223",Super_Rich,1582765
52934,6,6,3,46520,"12129 Felicia Ville Apt. 850
West Jessica, MS 20172",Middle_Class,847155
82830,5,7,4,32026,"363 Frank Stream Apt. 529
East Lucasmouth, KS 62133-6540",Rich,1342245
73930,5,7,4,42702,"6182 Hannah Locks Apt. 664
Emilyside, PA 31748",Rich,1363086
58557,5,7,6,54167,"8947 Allen Stravenue Suite 234
East Alexandraburgh, NM 55053-2423",Rich,1275318
51718,7,7,3,49639,"855 Carol Burgs
Frazierchester, MS 46812-0037",Rich,1285923
69807,7,7,3,51453,"595 Daniel Manors
Jamesstad, CO 07651",Super_Rich,1789607
79627,4,6,2,31638,"73634 Mcintyre Pass
Tammyside, AL 76708-8615",Rich,1196064
97112,5,6,3,51470,"35841 Christine Shore
Wallmouth, NC 98956-5357",Super_Rich,1917583
74354,6,6,4,30091,"59942 David Brook Suite 114
East John, DC 09236-7627",Rich,1370274
72481,5,8,3,45160,"817 Barbara Ville Apt. 469
Port Mary, CT 03068",Super_Rich,1677204
73093,5,5,2,41796,"514 Martin Ford
Smithmouth, OR 69870",Rich,1439714
51992,7,7,3,21759,"073 Martinez Neck Suite 992
North Sara, MA 27515",Rich,1012262
66484,4,9,3,51712,"5035 Daniel Port Suite 074
Port Jordanbury, SC 46334-0480",Super_Rich,1511743
81182,5,7,4,34141,"9758 James Stream
Port Bryanview, ID 99846-0784",Rich,1131154
79103,3,7,4,25767,"247 Betty Mall Suite 117
North Samantha, DE 69390",Middle_Class,764860
75070,6,6,2,44682,"138 Coleman Parks
West Travis, PW 22854",Super_Rich,1681316
44688,5,6,3,25120,"5460 Shawna Throughway
Lake Jermaine, MS 94725",Middle_Class,291724
73726,3,7,3,28666,"9222 Gross Cove
Lake Davidshire, CT 71099",Rich,1013252
64038,4,7,4,54130,"32536 Brown Square Apt. 331
Thomastown, AK 08587-4493",Rich,1194709
69896,5,7,4,38180,"99806 Darren Mount Suite 505
Dawnborough, NH 07786-7190",Rich,1463003
73723,6,9,6,24723,"Unit 5439 Box 2269
DPO AE 18066-3647",Rich,1453327
79996,6,6,3,28067,"988 Moore Underpass Suite 690
New Elizabethburgh, AZ 76937-4021",Rich,1291506
61538,7,7,6,51154,"4078 Christine Passage Apt. 095
South Ethanland, WA 16373",Super_Rich,1625508
47065,5,7,5,24125,"006 Miller Orchard Suite 211
Port Louis, WY 09440",Middle_Class,566896
82381,4,8,4,36655,"06207 Dean Parkways Suite 455
Lake Haileyfort, MI 73004",Rich,1468513
80857,4,8,3,44385,"7652 Nicole Extension Suite 206
Lake Angela, KY 89831-0175",Super_Rich,1573105
60893,4,7,5,49076,"2220 Sullivan Shoal Apt. 664
New Gabriel, UT 12666-0446",Middle_Class,968360
66356,7,6,3,38022,"8220 Cindy Land
Brownland, MA 40384",Rich,1309985
78438,7,4,4,35220,"653 Amy Ports Suite 817
Lake Calebstad, TX 33969-7942",Rich,1361219
61215,7,8,6,36495,"4542 Sanchez Stream
New Steven, IN 42368-9011",Rich,1465120
64907,6,7,5,46677,"4037 Wolfe Mount
Alexanderburgh, TN 66040-2962",Super_Rich,1571464
80008,4,8,5,45889,"40592 Joanne Meadow
Lake Ericshire, MS 82383-5094",Super_Rich,1629098
71356,5,7,5,36998,"20215 Chase Groves
New Frank, IA 76417-4251",Rich,1182335
72432,5,5,3,35039,"553 Debra Corner Apt. 716
North Douglasland, OR 61608-7223",Rich,1010813
67284,5,6,3,24942,"62937 Katherine Roads Suite 190
New Richardmouth, ID 32823",Middle_Class,924728
62653,6,7,3,41467,"882 Carrie Drives Suite 866
Heidihaven, VT 22098",Rich,1382110
63968,6,8,3,27404,"9111 Amy Landing
Port Andrewbury, PA 60420",Rich,1366727
74233,6,6,4,32875,"495 Weaver Skyway
Jenniferport, OR 77808-5741",Rich,1297849
59729,7,7,6,31202,"43128 Kevin Lane Suite 880
Lake Brookeborough, MI 16269-0938",Rich,1196687
81132,5,6,4,32311,"57811 Crystal Road Apt. 465
New Courtney, MS 95601",Rich,1281113
68500,5,7,5,51746,"03124 Jessica Prairie
Lake Edward, DC 65069-7385",Super_Rich,1530729
55050,7,7,6,29423,"06369 Amanda Way
Lake Thomaschester, MP 71633-2350",Rich,1208664
76840,5,7,5,29860,"71104 Cross Path
Sandramouth, NY 69229",Rich,1417275
63428,5,7,6,42996,"605 Collins Islands
North Elizabeth, TN 76959",Rich,1195601
90592,7,9,5,37223,"USNS Vargas
FPO AE 56319-6904",Super_Rich,2469065
56685,6,7,3,43322,"8584 Darrell Groves
Bennettberg, SD 72404-6826",Rich,1223100
69230,6,5,2,43072,"7200 Tammy Place Apt. 727
Morenoland, DE 51392",Rich,1220276
68916,7,6,3,42744,"93435 Grace Oval
Pamelaland, NE 21006-4512",Rich,1311765
60509,7,8,6,28410,"PSC 4610, Box 2354
APO AP 02895-8370",Rich,1198313
85719,4,6,3,32058,"812 Munoz Fords Apt. 233
New Kelly, IA 54531",Rich,1187609
62134,7,6,2,32157,"7892 Ross Garden
South Keith, NC 32349",Rich,1399662
73435,6,8,4,36239,"606 Mejia Land Apt. 238
Brittanyside, NY 78170-7389",Super_Rich,1597776
55612,7,7,4,42258,"31143 Wendy Overpass Suite 905
Robinsonmouth, NY 94261-0324",Rich,1355022
70879,6,7,5,22431,"2430 Samuel Stravenue
Port Williamtown, NM 37798-8316",Rich,1137059
67461,4,8,3,34573,"09328 Jacqueline Roads
Andersonport, VT 62322",Rich,1053815
84439,4,7,4,19835,"125 Jesse Spring
New Benjaminberg, NY 16741",Rich,1242421
67802,6,7,3,36129,"359 Davidson Ports Apt. 177
Andreaport, MD 43672",Rich,1222041
62685,6,6,2,42018,"7708 Hays Spurs Suite 994
Port Jasonport, TX 65571-9046",Rich,1025461
71392,3,7,4,36009,"67217 Andrew Bypass
East Jonathan, KS 49221-7797",Middle_Class,859427
59050,6,7,5,37741,"329 Lee Mountains Apt. 592
West James, NJ 36320-9547",Rich,1279803
87895,8,5,4,23876,"76805 Soto Avenue
Masonburgh, PW 85098-2368",Super_Rich,1671669
70276,7,7,3,26630,"PSC 4275, Box 9478
APO AP 64444-8885",Super_Rich,1525601
72640,4,7,4,31470,"6484 Kayla Mall
West Isaacburgh, MO 37193-8366",Rich,998773
62894,6,6,4,20317,"0551 Crystal Trafficway Apt. 141
Richardhaven, MT 91357",Rich,1012321
50846,5,7,3,45357,"9627 Maria Forks Suite 794
Davisberg, NE 50806-5808",Rich,1252419
78688,6,7,6,47812,"72754 Nguyen Extension Apt. 174
Woodland, PR 57096",Super_Rich,1869313
76397,7,6,3,45281,"0155 Julie Club
Andrewberg, KS 37344",Super_Rich,1800685
62162,6,7,6,47747,"71010 Parker Mountain Apt. 263
Carterburgh, GU 54230-0036",Rich,1393100
75090,6,6,4,39456,"9282 Campbell Glen
East Patricia, MO 95742",Rich,1166558
61801,5,7,5,36326,"8863 Christine Extensions
Port Suechester, MN 59441",Middle_Class,988175
77429,6,7,4,30108,"76135 Shannon View Apt. 267
New Michaelland, PA 52372",Super_Rich,1540480
74388,4,5,3,33763,"52319 Derek Ports
Buckleyton, AL 80725",Middle_Class,866142
62566,4,6,2,29365,"260 Samantha Mountains
Charlesbury, NH 59219",Middle_Class,557362
68894,5,6,4,28851,"52228 Debbie Lane
New Davidtown, VT 50549",Rich,1033290
68738,4,5,3,47445,"71654 Brown Summit Suite 194
Bonillaberg, VT 79693-8592",Rich,1084945
74277,6,3,3,50233,"9835 Kimberly Street Suite 318
Murphyview, ND 81320-7591",Rich,1365081
81280,5,5,4,34933,"9117 Abigail Island
West Thomas, ID 72774-3622",Rich,1239459
86305,8,7,4,37854,"272 King Mountain Suite 538
New Jennifer, NC 65688",Super_Rich,2056692
59302,6,6,3,25296,"723 Kimberly Common Suite 520
East Nicholashaven, UT 70709",Rich,1045395
81385,6,6,2,47897,"610 Thomas Way
Martinhaven, TN 31117",Super_Rich,1679204
64115,5,7,5,34312,"0121 Dana Isle
Lake Kathrynside, OR 02802-5932",Rich,1158742
90436,6,7,6,13340,"PSC 8841, Box 4711
APO AA 80496-2707",Super_Rich,1647278
75940,5,8,5,49974,"7426 James Lights Suite 255
Lake Corey, MP 92475-3283",Super_Rich,1702090
70102,6,7,3,28280,"36939 Christopher Common Apt. 022
Ruizburgh, ND 80482-2594",Rich,1379386
69950,5,9,4,23733,"474 Anthony Freeway
Port Sharon, AZ 72803",Rich,1358526
65736,5,6,3,32964,"294 Hunter Pike
West Terri, PR 55185-6417",Middle_Class,991398
53825,6,6,4,27373,"5697 Lisa Springs Apt. 927
East Nancyport, HI 76955-3187",Middle_Class,957117
86625,6,5,3,42758,"0928 Ritter Manor
Johntown, DC 55876-9213",Super_Rich,1638969
69376,5,6,2,18226,"PSC 9187, Box 6463
APO AE 06624",Middle_Class,714142
68423,5,4,2,13345,"376 Jennifer Orchard
Sandraside, PR 21095-8831",Middle_Class,760876
68720,5,6,2,45887,"3605 Kathleen Crescent
South Gary, AL 74671-9718",Rich,1343537
70005,4,6,2,40325,"09057 Garrett Prairie Suite 802
Lake Leahland, ND 40383-6632",Rich,1056993
66614,5,6,4,16654,"USS Hayes
FPO AE 34089-4213",Rich,1088222
58978,6,7,3,44071,"606 Williams Hollow Suite 289
South Travisport, NV 63358",Rich,1308983
64538,6,9,3,36678,"77662 Francis Vista Suite 479
East Johnshire, GU 21880",Super_Rich,1548322
76008,5,7,4,39842,"597 Amanda Skyway Suite 015
Johnberg, KS 46247",Rich,1411749
87119,6,6,4,34671,"377 Kyle Vista
North Laurieberg, WV 02838-1280",Super_Rich,1601904
62850,6,7,4,37764,"26853 Brown Ferry
Normastad, OH 05696",Rich,1277297
66295,6,6,3,28112,"7311 Andrew Coves Suite 377
New Rhondastad, NH 31943-6491",Rich,1061552
63185,7,6,3,40080,"025 Taylor Point
New Kayla, CO 57215-1414",Rich,1115013
74256,4,7,3,34684,"55447 Ryan Path Apt. 201
Robinhaven, PW 29113-4769",Rich,1020842
71668,7,6,4,31352,"50776 Harris Stream
Elizabethton, SD 61391",Rich,1440961
54476,5,6,2,33533,"226 Jennifer Isle
Millerville, AS 59657",Middle_Class,817377
85281,6,6,2,22887,"5037 Peterson Unions
South Robertstad, CO 27533",Rich,1381536
72137,4,8,3,38259,"3894 Dunn Crossroad Apt. 849
New Benjamintown, IA 04280",Rich,1273067
66112,8,7,6,20795,"640 Carlson Tunnel
Port Jimmyhaven, NC 48866",Rich,1376714
67047,6,6,2,37937,"08575 Kristen Circles
East Lisastad, PA 42221-4091",Rich,1293746
89358,6,7,3,34063,"505 Adams Walk Suite 510
Aarontown, LA 91877",Super_Rich,1750908
50189,6,5,3,35043,"8155 Danielle Circles
New Sherimouth, OR 62430",Middle_Class,555811
73119,7,7,5,35426,"523 Paula Drive
West Iantown, NV 50432",Super_Rich,1578829
